,index,name,price,mileage,drivetrain,mpg,fuel_type,transmission,engine,zipcode,oneowner,personal_use
328,9,2017 Audi RS 7 4.0T Performance Prestige,69222,51920, All-wheel Drive ,None,Gasoline ,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,07205,0,0
329,10,2018 BMW 330e iPerformance,31998,28192, Rear-wheel Drive ,None,Hybrid ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,94103,0,1
330,11,2022 Hyundai IONIQ 5 SEL,56000,12226, All-wheel Drive ,0–0,Electric Fuel System ,A/T,320.0HP Electric Motor Electric Fuel System,0,3,3
331,12,2020 Toyota Camry SE,28857,45529, Front-wheel Drive ,28–39,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC,75402,3,3
332,13,2019 Toyota Corolla LE,11987,64936, Front-wheel Drive ,None,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC,33014,0,1
333,14,2013 Land Rover Range Rover Evoque Pure,17888,84196, Four-wheel Drive ,20–28,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,75252,3,3
334,15,2014 INFINITI QX70 Base,20955,95550, All-wheel Drive ,16–22,Gasoline ,Automatic,Premium Unleaded V-6 3.7 L/226,35071,0,0
335,16,2014 Toyota RAV4 Limited,22633,67371, All-wheel Drive ,22–29,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC,01460,0,1
336,17,2015 Cadillac Escalade Luxury,,75409, Four-wheel Drive ,15–21,Gasoline ,Automatic,8 Cylinder Engine,98502,3,3
337,18,2021 RAM 1500 Laramie,50991,16859, Four-wheel Drive ,19–24,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,12590,1,1
338,19,2014 BMW 650 Gran Coupe i,23211,100381, Rear-wheel Drive ,17–25,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,98271,0,1
339,0,2012 Cadillac CTS Luxury,14995,71248, All-wheel Drive ,None,Gasoline ,6-Speed Automatic,3.0L V6 24V GDI DOHC,60018,3,3
340,1,2021 Tesla Model Y Standard Range,59890,34287, Rear-wheel Drive ,None,Electric ,1-Speed Automatic,Electric,33130,1,1
341,2,2011 Mercedes-Benz SL-Class SL 550,32950,58091, Rear-wheel Drive ,14–22,Gasoline ,7-Speed Automatic,5.5L V8 32V MPFI DOHC,98005,0,1
342,3,2019 Toyota Tundra SR5,34800,34613, Four-wheel Drive ,13–17,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC,85233,3,3
343,4,2016 Audi A8 L 4.0T,35991,63103, All-wheel Drive ,18–29,Gasoline ,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,98037,0,0
344,5,2020 Lexus GX 460 Base,57495,6357, Four-wheel Drive ,15–19,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC,60173,1,1
345,6,2021 Mercedes-Benz AMG GLA 45 Base,63999,14537, All-wheel Drive ,20–27,Gasoline ,8-Speed Automatic with Auto-Shift,2.0L I4 16V PDI DOHC Turbo,32809,0,1
346,7,2020 Ford Mustang EcoBoost Premium,26100,46101, Rear-wheel Drive ,21–30,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,92843,1,0
347,8,2019 Volvo XC90 T6 Momentum,43595,16005, All-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC,60195,3,3
348,9,2020 Ford Explorer ST,48995,21876, Four-wheel Drive ,18–24,Gasoline ,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,19036,1,1
349,10,2020 Ford Explorer ST,49000,22129, Four-wheel Drive ,18–24,Gasoline ,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,19806,1,1
350,11,2021 Toyota 4Runner SR5,41969,15400, Four-wheel Drive ,16–19,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,01606,1,1
351,12,2019 Genesis G70 2.0T Advanced,23995,28468, Rear-wheel Drive ,None,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,77081,1,1
352,13,2020 Ford Mustang EcoBoost Premium,26500,67156, Rear-wheel Drive ,20–28,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,92545,1,0
353,14,2019 BMW i8 Base,89995,46050, All-wheel Drive ,None,Hybrid ,6-Speed Automatic,1.5L I3 12V GDI DOHC Turbo Hybrid,08876,1,1
354,15,2018 Mercedes-Benz E-Class E 400,42998,47532, Rear-wheel Drive ,20–26,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,98037,0,1
355,16,2020 Honda Pilot EX-L,36000,16690, All-wheel Drive ,18–26,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI SOHC,11377,1,1
356,17,2019 Chevrolet Impala 1LT,25000,46004, Front-wheel Drive ,22–29,Gasoline ,6-Speed Automatic,3.6L V6 24V GDI DOHC,35203,3,3
357,18,2015 BMW 428 i,22995,82789, Rear-wheel Drive ,23–35,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,28269,0,1
358,19,2021 Mercedes-Benz C-Class C 300,56995,19156, Rear-wheel Drive ,23–31,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,98005,1,1
359,0,2021 Toyota Tacoma TRD Sport,46993,18833, Four Wheel Drive ,18–22,Gasoline Fuel ,Automatic,6 Cyl - 3.5 L,30518,3,3
360,1,2018 Nissan Rogue SV,21355,58457, All-wheel Drive ,25–32,Gasoline ,Automatic CVT,2.5L I4 16V MPFI DOHC,21236,3,3
361,2,2006 Toyota Land Cruiser V8,23148,188021, Four-wheel Drive ,13–17,Gasoline ,5-Speed Automatic,4.7L V8 32V MPFI DOHC,77074,0,1
362,3,2020 Chevrolet Corvette Stingray w/3LT,93800,16119, Rear-wheel Drive ,15–27,Gasoline ,8-Speed Automatic with Auto-Shift,6.2L V8 16V GDI OHV,85014,1,1
363,4,2010 Ford Explorer Sport Trac Limited,23999,84356, Four-wheel Drive ,13–19,Gasoline ,6-Speed Automatic,4.6L V8 24V MPFI SOHC,34787,3,3
364,5,2015 Audi RS 7 4.0T Prestige,54995,50854, All-wheel Drive ,16–27,Gasoline ,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,22182,3,3
365,6,2021 Mercedes-Benz AMG GLC 63 Base 4MATIC,92007,11393, All-wheel Drive ,15–22,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,32839,1,1
366,7,2019 Volkswagen Golf R 2.0T w/DCC & Navigation,36966,25274, All-wheel Drive ,21–29,Gasoline ,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,22201,0,1
367,8,2019 Volkswagen Atlas 3.6L SEL,33000,54184, All-wheel Drive ,17–23,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,76504,3,3
368,9,2005 BMW 525 i,7999,169870, Rear-wheel Drive ,19–28,Gasoline ,6-Speed Automatic,2.5L I6 24V MPFI DOHC,98499,0,0
369,10,2015 Toyota Prius Persona Series Special Edition,19585,52017, Front-wheel Drive ,51–48,Hybrid ,Variable,Gas/Electric I-4 1.8 L/110,34471,0,1
370,11,2019 Mercedes-Benz GLC 300 Base 4MATIC,38685,14976, All-wheel Drive ,22–27,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,60062,1,1
371,12,2015 Mercedes-Benz S-Class S 550,42999,55968, Rear-wheel Drive ,17–26,Gasoline ,7-Speed Automatic,4.7L V8 32V GDI DOHC Twin Turbo,89117,0,1
372,13,2017 Chevrolet Tahoe LT,44944,68623, Four-wheel Drive ,16–22,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,40004,3,3
373,14,2022 Jeep Wagoneer Series III,85977,2692, Four-wheel Drive ,15–20,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,34474,0,1
374,15,2020 Ford Mustang EcoBoost Premium,28797,60627, Rear-wheel Drive ,20–28,Gasoline ,6-Speed Manual,2.3L I4 16V GDI DOHC Turbo,93003,3,3
375,16,2015 Toyota Prius PERSONA SERIES,19999,83526, Front-wheel Drive ,51–48,Hybrid ,Automatic CVT,1.8L I4 16V MPFI DOHC Hybrid,34787,3,3
376,17,2020 Volvo S60 T6 Momentum,33891,23806, All-wheel Drive ,21–32,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC,98036,1,0
377,18,2009 Toyota Camry CE,9988,91876, Front-wheel Drive ,21–31,Gasoline ,5-Speed Automatic,2.4L I4 16V MPFI DOHC,33513,3,3
378,19,2022 Lexus ES 350 Base,45488,402, Front-wheel Drive ,None,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,32810,1,1
379,0,2022 Lucid Air Dream Edition,179997,2334, All-wheel Drive ,None,Electric ,1-Speed Automatic,Electric,32810,1,1
380,1,2021 Mercedes-Benz Maybach S 580 4MATIC,217999,1900, All-wheel Drive ,None,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,32809,3,3
381,2,2012 Lexus GX 460 Premium,26981,125013, Four-wheel Drive ,15–20,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC,60642,0,1
382,3,2021 Cadillac XT5 Premium Luxury,47000,12272, Front-wheel Drive ,22–29,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC,77074,1,1
383,4,2021 Honda Civic Type R Touring,51895,10070, Front-wheel Drive ,22–28,Gasoline ,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,60123,1,1
384,5,2019 Toyota Camry SE,29348,23395, Front-wheel Drive ,28–39,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC,08753,1,1
385,6,2020 Buick Encore Essence,19800,46787, Front-wheel Drive ,25–30,Gasoline ,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo,85257,3,3
386,7,2011 Toyota Venza Base,14393,96941, All-wheel Drive ,18–25,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC,77037,3,3
387,8,2015 Jeep Wrangler Unlimited Sahara,31688,66070, Four-wheel Drive ,16–21,Gasoline ,5-Speed Automatic,3.6L V6 24V MPFI DOHC,37209,3,3
388,9,2000 Plymouth Prowler ,35911,16401, Rear-wheel Drive ,17–23,Gasoline ,4-Speed Automatic,3.5L V6 24V MPFI SOHC,34474,3,3
389,10,2021 Toyota Tacoma TRD Off Road,42800,17932, 4WD ,None,Gasoline ,6-Speed,3.5L V6 24V PDI DOHC,22182,1,1
390,11,2021 Volkswagen Atlas 2.0T SE,34987,37457, All-wheel Drive ,20–24,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,20601,3,3
391,12,2019 Ford F-150 XLT,37137,66083, Four-wheel Drive ,18–23,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC,45895,0,0
392,13,2020 Mercedes-Benz A-Class A 220,31880,16959, Front-wheel Drive ,24–35,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,92806,1,1
393,14,2018 Ford F-150 Lariat,40750,49732, 4WD ,19–24,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,43543,0,1
394,15,2020 Mercedes-Benz GLS 450 Base 4MATIC,65777,14881, All-wheel Drive ,19–23,Gasoline ,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,07644,3,3
395,16,1999 Dodge Ram 2500 Laramie SLT,15495,98018, Four-wheel Drive ,None,Gasoline ,4-Speed Automatic,5.9L V8 16V MPFI OHV,98003,0,0
396,17,2006 Hummer H1 Alpha Alpha,259950,9745, Four-wheel Drive ,None,Diesel ,5-Speed Automatic,6.6L V8 32V DDI OHV Turbo Diesel,98005,0,0
397,18,2016 Lexus GX 460 Base,30499,115648, Four-wheel Drive ,15–20,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC,98273,0,1
398,19,2018 Honda Accord ,25788,20564, – ,None,– ,Continuously Variable Transmission,–,07093,0,1
399,0,2018 BMW 530 i xDrive,36500,18781, All-wheel Drive ,23–33,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,10954,0,0
400,1,2021 Chevrolet Colorado WT,34972,14250, Four-wheel Drive ,17–24,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,32808,1,1
401,2,2017 Audi S6 4.0T Premium Plus,37199,58558, All-wheel Drive ,18–27,Gasoline ,7-Speed Automatic with Auto-Shift,4.0L V8 32V GDI DOHC Twin Turbo,32124,0,1
402,3,2018 Ford F-150 Lariat,36495,33436, Four-wheel Drive ,19–24,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,0,3,3
403,4,2021 Mercedes-Benz AMG GLE 63 S-Model 4MATIC,139007,11980, All-wheel Drive ,15–19,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,32839,1,0
404,5,2020 Toyota Tundra SR5,40495,42538, Four-wheel Drive ,13–17,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC,33068,1,0
405,6,2022 Toyota 4Runner SR5 Premium,46694,3741, Rear-wheel Drive ,16–19,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,76017,1,1
406,7,2022 Toyota RAV4 Prime XSE,66998,6535, All-wheel Drive ,None,Hybrid ,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,98203,3,3
407,8,2020 Hyundai Palisade Limited,48995,12798, Front-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,3.8L V6 24V GDI DOHC,85284,1,1
408,9,2021 Toyota Tacoma TRD Off Road,44988,13247, Four-wheel Drive ,None,Gasoline ,6-Speed,3.5L V6 24V PDI DOHC,22408,1,1
409,10,2015 Mazda Mazda3 i Touring,16392,90862, Front-wheel Drive ,30–40,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC,92833,1,0
410,11,2021 BMW X3 M AWD,73995,6195, All-wheel Drive ,14–19,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Twin Turbo,98005,1,1
411,12,2013 Cadillac XTS Premium,20774,45284, All-wheel Drive ,17–26,Gasoline ,6-Speed Automatic,3.6L V6 24V GDI DOHC,46563,3,3
412,13,2021 Porsche Macan Base,55325,16562, All-wheel Drive ,19–23,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,07458,1,1
413,14,2020 Lincoln Nautilus Reserve,44255,19729, All-wheel Drive ,20–25,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,55313,1,1
414,15,2018 Genesis G90 5.0 Ultimate,41650,44975, All-wheel Drive ,15–23,Gasoline ,8-Speed Automatic,5.0L V8 32V GDI DOHC,60438,1,1
415,16,2021 GMC Acadia Denali,47900,14765, All-wheel Drive ,19–26,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC,98032,0,0
416,17,2009 Chevrolet Malibu LS,11987,51122, Front-wheel Drive ,22–30,Gasoline ,4-Speed Automatic,2.4L I4 16V MPFI DOHC,98499,3,3
417,18,2018 Ford Fusion Energi SE Luxury,23477,34049, Front-wheel Drive ,0–0,Hybrid ,E-CVT Automatic,4 Cylinder Engine,98057,0,1
418,19,2022 Toyota 4Runner SR5 Premium,49861,8490, Four-wheel Drive ,16–19,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,75244,0,0
419,0,2001 Ferrari 360 Spider ,89950,11134, Rear-wheel Drive ,16,Gasoline ,Autostick,3.6L V8 40V MPFI DOHC,98005,0,1
420,1,2020 Hyundai Veloster 2.0 Premium,22591,29357, Front-wheel Drive ,27–34,Gasoline ,6-Speed Automatic,2.0L I4 16V MPFI DOHC,85323,0,1
421,2,2021 Toyota Corolla Hatchback SE,24995,25610, Front-wheel Drive ,28–37,Gasoline ,6-Speed Manual,2.0L I4 16V PDI DOHC,98037,3,3
422,3,2020 Ford Mustang EcoBoost Premium,26433,48215, Rear-wheel Drive ,21–30,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,90706,1,0
423,4,2022 Lexus RX 350 Base,55998,7540, Front-wheel Drive ,None,Gasoline ,Automatic,3.5L V6 24V PDI DOHC,32904,3,3
424,5,2020 Acura MDX 3.5L w/Technology Package,39333,15691, All-wheel Drive ,19–26,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC,07405,1,1
425,6,2018 Subaru Forester 2.5i Premium,26997,45613, All-wheel Drive ,26–32,Gasoline ,Automatic CVT,2.5L H4 16V MPFI DOHC,52404,3,3
426,7,2021 Nissan Rogue S,24900,7000, Front-wheel Drive ,27–35,Gasoline ,Automatic CVT,2.5L I4 16V GDI DOHC,32805,3,3
427,8,2015 Jeep Wrangler Unlimited Sport,27477,64793, Four-wheel Drive ,16–21,Gasoline ,–,3.6L V6 24V MPFI DOHC,22554,0,1
428,9,2019 Ford F-150 Lariat,48880,35002, Four-wheel Drive ,None,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,83706,0,0
429,10,2018 Mazda CX-5 Grand Touring,23799,89368, All-wheel Drive ,24–30,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC,55374,1,1
430,11,2021 Jeep Wrangler Unlimited 4xe Sahara,53000,23157, Four-wheel Drive ,None,Hybrid ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,61561,1,1
431,12,2016 Nissan 370Z Base,23995,43644, Rear-wheel Drive ,19–26,Gasoline ,7-Speed Automatic,3.7L V6 24V MPFI DOHC,98072,0,1
432,13,2015 Chevrolet Tahoe LTZ,32995,86672, Four-wheel Drive ,16–22,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,11203,0,1
433,14,2019 Tesla Model 3 Standard Range Plus,48229,20818, Rear-wheel Drive ,None,Electric ,1-Speed Automatic,Electric,78717,3,3
434,15,2021 Toyota 4Runner SR5,42788,10740, Four-wheel Drive ,16–19,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,05158,3,3
435,16,2019 INFINITI QX80 Luxe,53299,30052, All-wheel Drive ,13–19,Gasoline ,7-Speed Automatic,5.6L V8 32V GDI DOHC,60525,1,1
436,17,2021 Jeep Gladiator Sport,43995,20708, Four-wheel Drive ,16–23,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,46805,1,0
437,18,2021 Audi A5 2.0T Premium,48995,12878, All-wheel Drive ,24–31,Gasoline ,7-Speed Automatic,2.0L,01760,1,0
438,19,2016 Lexus RC 350 Base,32477,66895, Rear-wheel Drive ,19–28,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,98390,0,1
439,0,2016 Porsche Macan S,33977,73194, All-wheel Drive ,17–23,Gasoline ,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Twin Turbo,33021,0,1
440,1,2019 Lexus GX 460 Base,44495,22832, Four-wheel Drive ,15–18,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC,20166,1,1
441,2,2017 Subaru Outback 2.5i Limited,18991,66773, All-wheel Drive ,25–32,Gasoline ,Automatic CVT,2.5L H4 16V MPFI DOHC,97266,3,3
442,3,2018 Honda Accord LX,23995,13281, Front-wheel Drive ,30–38,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,08817,1,1
443,4,2019 Lexus RX 350 F Sport,46588,11027, All-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,20855,0,1
444,5,1994 Ford Bronco ,18995,83911, Four-wheel Drive ,None,Gasoline ,4-Speed Automatic,5.8L V8 16V MPFI SOHC,34715,0,1
445,6,2016 RAM 3500 Laramie,32000,187221, Four-wheel Drive ,0–0,Diesel Fuel ,6-Speed A/T,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,0,3,3
446,7,2019 Genesis G70 2.0T Advanced,35783,21815, All-wheel Drive ,21–28,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,77094,0,1
447,8,2019 Honda Odyssey EX-L,38499,29022, Front-wheel Drive ,19–28,Gasoline ,Automatic,Regular Unleaded V-6 3.5 L/212,55306,1,1
448,9,2019 Chevrolet Tahoe LT,42500,60925, Four-wheel Drive ,15–21,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,21162,0,0
449,10,2020 Lincoln Nautilus Reserve,46491,11788, All-wheel Drive ,20–25,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,55420,0,0
450,11,2020 Ford Explorer ST,46810,21745, Four-wheel Drive ,18–24,Gasoline ,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,19607,1,1
451,12,2019 Chevrolet Tahoe LT,40870,76298, Four-wheel Drive ,15–21,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,43125,0,0
452,13,2021 Hyundai Veloster N N,33888,10551, Front-wheel Drive ,20–27,Gasoline ,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,98134,1,1
453,14,2019 Lexus UX 250h F Sport,45999,9395, All-wheel Drive ,41–38,Hybrid ,Automatic CVT,2.0L I4 16V PDI DOHC Hybrid,98371,3,3
454,15,2019 Mercedes-Benz GLC 300 Base 4MATIC,38351,23847, All-wheel Drive ,22–27,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,60062,1,1
455,16,2014 Nissan Maxima SV,16995,49978, Front-wheel Drive ,19–26,Gasoline ,Automatic CVT,3.5L V6 24V MPFI DOHC,21108,1,1
456,17,2019 Audi TT 2.0T,35998,60686, All-wheel Drive ,23–31,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,98005,1,1
457,18,2016 Mazda MX-5 Miata Club,25999,28457, Rear-wheel Drive ,27–36,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC,98229,3,3
458,19,2021 GMC Acadia Denali,48988,14073, All-wheel Drive ,19–26,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC,98033,1,1
459,0,2020 Ford Mustang EcoBoost Premium,28700,55100, Rear-wheel Drive ,20–28,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,90503,3,3
460,1,2015 Chevrolet Malibu 1LS,16495,54494, Front-wheel Drive ,25–36,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC,34471,3,3
461,2,2017 Lexus GX 460 Base,38410,46223, Four-wheel Drive ,15–18,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC,98034,0,1
462,3,2020 Toyota Tundra SR5,47990,12429, Four-wheel Drive ,13–17,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC,30341,1,1
463,4,2020 Chrysler Pacifica Limited,25809,75807, Front-wheel Drive ,19–28,Gasoline ,9-Speed Automatic,3.6L V6 24V MPFI DOHC,48183,3,3
464,5,2021 RAM ProMaster 1500 Base,98900,3126, Front-wheel Drive ,None,Gasoline ,6-Speed Automatic,3.6L V6 24V MPFI DOHC,98168,1,1
465,6,2019 Cadillac XT5 Luxury,38900,13227, All-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,14111,3,3
466,7,2021 Audi SQ8 4.0T Premium Plus,88499,39663, All-wheel Drive ,15–21,Gasoline ,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,98037,1,1
467,8,2017 Audi Q7 3.0T Prestige,33995,67714, All-wheel Drive ,19–25,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,30076,0,1
468,9,2018 Kia Sorento LX,23998,45527, Front-wheel Drive ,21–28,Gasoline ,6-Speed Automatic,2.4L I4 16V GDI DOHC,85297,3,3
469,10,2011 Chevrolet Tahoe LTZ,12950,127720, Rear-wheel Drive ,15–21,E85 Flex Fuel ,6-Speed Automatic,5.3L V8 16V MPFI OHV Flexible Fuel,76179,3,3
470,11,2014 Audi Q7 3.0T Premium,23966,40861, All-wheel Drive ,16–22,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,20748,0,1
471,12,2020 Tesla Model Y Long Range,57000,21177, All-wheel Drive ,None,Electric ,1-Speed Automatic,Electric,85233,3,3
472,13,2021 Toyota Tacoma SR5,35199,20956, RWD ,19–24,Gasoline ,6-Speed Automatic,3.5L V6 24V PDI DOHC,33169,3,3
473,14,2020 Toyota Camry SE,30998,14441, Front-wheel Drive ,28–39,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC,76132,3,3
474,15,2014 Ford F-150 Lariat,24990,88871, Four-wheel Drive ,14–19,E85 Flex Fuel ,6-Speed Automatic,5.0L V8 32V MPFI DOHC Flexible Fuel,67202,3,3
475,16,2007 Porsche 911 Carrera,37950,105270, Rear-wheel Drive ,18–26,Gasoline ,5-Speed Automatic,3.6L H6 24V MPFI DOHC,32114,3,3
476,17,2022 Ford Transit-350 Base,89771,1212, All-wheel Drive ,None,Gasoline ,10-Speed Automatic with Overdrive,3.5L V6 24V GDI DOHC Twin Turbo,98057,1,1
477,18,2013 Ford Explorer Limited,13292,175437, Four-wheel Drive ,17–23,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC,85023,0,1
478,19,2020 Ford Explorer ST,41777,51675, Four-wheel Drive ,18–24,Gasoline ,Automatic,V6 Cylinder Engine,19136,3,3
479,0,2020 Lincoln Aviator Reserve RWD,46797,10752, Rear-wheel Drive ,18–26,Gasoline ,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,33126,1,1
480,1,2019 Chevrolet Impala 1LT,24000,65846, Front-wheel Drive ,22–29,Gasoline ,6-Speed Automatic,3.6L V6 24V GDI DOHC,35203,3,3
481,2,2021 Cadillac Escalade Sport,,21592, Four-wheel Drive ,14–19,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV,98409,0,0
482,3,2019 Ford Expedition Max Limited,54881,45058, Four-wheel Drive ,16–21,Gasoline ,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,08701,3,3
483,4,2021 Volvo XC90 T6 Momentum 6 Passenger,48999,10465, All-wheel Drive ,19–28,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC,68118,0,0
484,5,2021 Mercedes-Benz AMG GLC 63 Base 4MATIC,81724,13105, All-wheel Drive ,15–22,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,94080,1,1
485,6,2021 Mazda Mazda3 FWD w/Select Package,28998,12000, Front-wheel Drive ,26–35,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC,32822,3,3
486,7,2009 Ford Expedition Eddie Bauer,7482,186429, Four-wheel Drive ,12–18,E85 Flex Fuel ,6-Speed Automatic,5.4L V8 24V MPFI SOHC Flexible Fuel,43103,3,3
487,8,2020 Maserati Ghibli ,46999,19266, Rear-wheel Drive ,17–24,Gasoline ,Automatic,Engine: 3.0L Twin Turbo V6 -inc: engine start/stop system,34787,3,3
488,9,2019 Lincoln Nautilus Reserve,38995,11621, All-wheel Drive ,20–25,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,32822,1,1
489,10,2021 Volkswagen Atlas Cross Sport 2.0T SE w/Technology,39700,11204, All-wheel Drive ,20–24,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,34788,1,1
490,11,2019 Honda CR-V EX,28399,28577, All-wheel Drive ,27–33,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,07724,1,1
491,12,2015 BMW 535 i,20995,65246, Rear-wheel Drive ,20–31,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,90605,0,1
